"Query","True Time","Normalized Time"
"synthetic_81",49.409,0.4809967050700003
"synthetic_82",2060.126,0.8719735437257972
"synthetic_83",110.5,0.5653553368968295
"synthetic_84",68.25,0.5148545741118385
"synthetic_85",1962.02,0.8668596618195945
"synthetic_86",1761.156,0.8555399015902125
"synthetic_87",6.119,0.26207948256999847
"synthetic_88",116.953,0.5713039176950397
"synthetic_89",0.866,0.05715052114415646
"synthetic_90",45.742,0.4729143205333704
"synthetic_91",13.328,0.34366964557519025
"synthetic_92",1266.048,0.8209457173418632
"synthetic_93",8.838,0.30061360435197065
"synthetic_94",78.982,0.5301610849270381
"synthetic_95",0.604,0.019386869367190297
"synthetic_96",1445.704,0.8348534129041543
"synthetic_97",223.038,0.6389651904710174
"synthetic_98",67.721,0.5140390470452676
"synthetic_99",16.026,0.3629906154707256
"synthetic_100",1224.1,0.8174142597704743
"synthetic_101",27.831,0.420838461084197
"synthetic_102",1515.197,0.8397740772851152
"synthetic_103",328.321,0.6794893865991568
"synthetic_104",68.7,0.5155433514472447
"synthetic_105",310.114,0.6735098670644095
"synthetic_106",44.324,0.46961383335049073
"synthetic_107",1.028,0.0751236757857945
"synthetic_108",1851.119,0.8607614552591745
"synthetic_109",2367.985,0.8865704682374002
"synthetic_110",132.74,0.5845747985175873
"synthetic_111",3.862,0.21384516185083635
"synthetic_112",1905.579,0.8638004404739746
"synthetic_113",0.917,0.06314793644541826
"synthetic_114",36.949,0.45053996122705636
"synthetic_115",117.86,0.572113599010756
"synthetic_116",7.312,0.2807477918401653
"synthetic_117",1471.228,0.8366876704885092
"synthetic_118",36.604,0.4495567457713339
"synthetic_119",13.763,0.3470357559849412
"synthetic_120",1009.885,0.7972522954818891
"synthetic_121",2131.968,0.8755662087953404
"synthetic_122",0.658,0.028361704424223075
"synthetic_123",0.972,0.06925286108145905
"synthetic_124",714.619,0.761005066788193
"synthetic_125",757.5,0.7671126820324822
"synthetic_126",1774.045,0.8563041487692932
"synthetic_127",1640.604,0.848108350616732
"synthetic_128",368.008,0.6914493957402764
"synthetic_129",13.746,0.3469062168534005
"synthetic_130",10.543,0.3191019967311222
"synthetic_131",11.45,0.32775159653063934
"synthetic_132",35.732,0.4470297190079415
"synthetic_133",4.236,0.22353306312502763
"synthetic_134",29.143,0.4256663883278333
"synthetic_135",123.031,0.5766139614496912
"synthetic_136",57.822,0.4974764627584759
"synthetic_137",0.901,0.061303073428947266
"synthetic_138",4.408,0.22770461668711162
"synthetic_139",25.287,0.4107915030417883
"synthetic_140",49.742,0.48170070979746343
"synthetic_141",1957.758,0.8666317436474883
"synthetic_142",1733.843,0.8539017352504089
"synthetic_143",7.106,0.2777526419473926
"synthetic_144",679.957,0.7557939873544541
"synthetic_145",47.709,0.4773270912577544
"synthetic_146",0.635,0.02463262244302632
"synthetic_147",42.428,0.4650318362780841
"synthetic_148",0.951,0.06696365925771776
"synthetic_149",5.828,0.25697270616745777
"synthetic_150",2028.641,0.8703593831840933
"synthetic_151",10.582,0.3194889826747666
"synthetic_152",2455.771,0.8903856452133719
"synthetic_153",0.732,0.039531739263271935
"synthetic_154",9.984,0.31339220159670617
"synthetic_155",109.553,0.5644532421077096
"synthetic_156",2289.416,0.883033952422084
"synthetic_157",0.947,0.06652189432972441
"synthetic_158",2260.326,0.8816936905061378
"synthetic_159",0.993,0.0714931296339353
"synthetic_160",1372.067,0.8293742262665446
"synthetic_161",283.955,0.6642736956513899
"synthetic_162",301.306,0.6704899534612617
"synthetic_163",1.301,0.09980798492258215
"synthetic_164",2010.015,0.8693926366524556
"synthetic_165",18.927,0.38042835899679595
"synthetic_166",42.13,0.46429309874036667
"synthetic_167",139.7,0.5899310342507414
"synthetic_168",3.982,0.21705220167419587
"synthetic_169",13.255,0.343094011137058
"synthetic_170",460.484,0.7149446936006734
"synthetic_171",95.074,0.5495963212605656
"synthetic_172",48.791,0.47967750845384866
"synthetic_173",0.979,0.07000495043682138
"synthetic_174",1.044,0.07674237319577817
"synthetic_175",1.084,0.0806830093052626
"synthetic_176",136.169,0.5872478818369935
"synthetic_177",27.472,0.41947771007254697
"synthetic_178",30.723,0.4311999470124726
"synthetic_179",0.799,0.04871091943084986
"synthetic_180",0.863,0.05678681259871993
"synthetic_181",48.299,0.47861527218228594
"synthetic_182",11.423,0.327504157820167
"synthetic_183",88.772,0.5424081037369416
"synthetic_184",49.14,0.48042453130006596
"synthetic_185",3.431,0.20144280483074342
"synthetic_186",261.534,0.6556530352470229
"synthetic_187",21.333,0.3929703498999217
"synthetic_188",1540.559,0.8415138864142621
"synthetic_189",13.31,0.34352800171160475
"synthetic_190",1.197,0.09107588237627842
"synthetic_191",5.673,0.25414750616160814
"synthetic_192",12.908,0.3403136948199994
"synthetic_193",27.785,0.4206650866774335
"synthetic_194",13.161,0.34234809596897986
"synthetic_195",23.946,0.40508057456813074
"synthetic_196",33.52,0.4403319930923659
"synthetic_197",35.72,0.4469945148737032
"synthetic_198",1905.148,0.8637767324016905
"synthetic_199",113.311,0.5679882047588817
"synthetic_200",1.134,0.0854091740149246
"synthetic_201",7.895,0.28878795243629285
"synthetic_202",2082.437,0.873102509877687
"synthetic_203",7.345,0.2812197422783408
"synthetic_204",1.166,0.08832577470998841
"synthetic_205",1.591,0.12089856708596197
"synthetic_206",9.988,0.31343418380195315
"synthetic_207",1845.732,0.8604560038424142
"synthetic_208",277.433,0.6618383308933223
"synthetic_209",71.398,0.5195806467362222
"synthetic_210",80.509,0.5321680644166933
"synthetic_211",0.903,0.06153546504078261
"synthetic_212",60.061,0.5014582857845483
"synthetic_213",12.107,0.33359929320646287
"synthetic_214",0.844,0.0544535435308123
"synthetic_215",1.048,0.07714317129031678
"synthetic_216",2279.525,0.8825801653301271
"synthetic_217",0.971,0.06914497782540997
"synthetic_218",10.737,0.321013033073295
"synthetic_219",637.919,0.7491052881177959
"synthetic_220",40.47,0.4600798866008202
"synthetic_221",109.361,0.5642693959273161
"synthetic_222",32.049,0.43562857271381017
"synthetic_223",0.966,0.06860388950953848
"synthetic_224",6.924,0.2750332933297924
"synthetic_225",18.858,0.3800455721954451
"synthetic_226",788.027,0.7712535446817164
"synthetic_227",800.413,0.7728880858779554
"synthetic_228",10.268,0.3163319197888778
"synthetic_229",10.26,0.3162502295477994
"synthetic_230",9.99,0.3134551686001007
"synthetic_231",423.866,0.7062601773175295
"synthetic_232",1233.663,0.8182298709186414
"synthetic_233",0.962,0.06816899853702779
"synthetic_234",22.657,0.39928126040035417
"synthetic_235",0.968,0.0688206601638488
"synthetic_236",867.086,0.7812738534246381
"synthetic_237",0.864,0.056908189073197384
"synthetic_238",9.024,0.3027964617507168
"synthetic_239",1.093,0.0815495986850445
"synthetic_240",1664.15,0.8496018744575307
"synthetic_241",132.024,0.5840079304998953
"synthetic_242",319.609,0.6766707261596785
"synthetic_243",16.573,0.3665082492303179
"synthetic_244",101.774,0.5567336942805823
"synthetic_245",10.593,0.3195978747094945
"synthetic_246",9.401,0.30708610603938785
"synthetic_247",10.879,0.3223900715262955
"synthetic_248",6.547,0.2691654063166851
"synthetic_249",1.135,0.0855015570742314
"synthetic_250",120.336,0.5742926060178386
"synthetic_251",1421.2,0.8330617297223554
"synthetic_252",62.925,0.5063405656216505
"synthetic_253",1.089,0.08116533217211047
"synthetic_254",29.227,0.42596804761491364
"synthetic_255",0.939,0.06563273884636293
"synthetic_256",0.925,0.06405833152026093
"synthetic_257",296.976,0.6689728459790142
"synthetic_258",1.014,0.07368651317354799
"synthetic_259",279.75,0.6627100117082114
"synthetic_260",25.175,0.4103262587168279
"synthetic_261",43.778,0.4683147433401624
"synthetic_262",36.534,0.4493561222262541
"synthetic_263",10.69,0.32055323833970983
"synthetic_264",40.703,0.4606815759509865
"synthetic_265",117.725,0.571993479656481
"synthetic_266",6.405,0.26686716452335996
"synthetic_267",1.035,0.07583493398609001
"synthetic_268",1.061,0.07843528008012492
"synthetic_269",283.203,0.6639957621872286
"synthetic_270",2276.99,0.882463545605405
"synthetic_271",126.288,0.5793524687123255
"synthetic_272",691.996,0.7576334422201473
"synthetic_273",10.284,0.31649510950498816
"synthetic_274",11.01,0.32364459088481823
"synthetic_275",6623.863,0.9943806918741772
"synthetic_276",10.31,0.3167597520583299
"synthetic_277",62.102,0.504960724430751
"synthetic_278",16.435,0.3656318757764381
"synthetic_279",945.108,0.790304269391606
"synthetic_280",0.955,0.0674035699727926
"synthetic_281",46.136,0.4738132262841799
"synthetic_282",22.71,0.39952614575530304
"synthetic_283",3.192,0.1938751977196323
"synthetic_284",1.048,0.07714317129031678
"synthetic_285",9.383,0.3068852377568696
"synthetic_286",806.265,0.7736515773645045
"synthetic_287",0.72,0.03779932669658873
"synthetic_288",48.858,0.479821333286869
"synthetic_289",28.136,0.4219808103803622
"synthetic_290",1.144,0.08632936055788042
"synthetic_291",774.12,0.7693873805540815
"synthetic_292",10.347,0.31713521039061804
"synthetic_293",10.227,0.3159125826562846
"synthetic_294",73.589,0.5227485592821818
"synthetic_295",1942.687,0.8658217961262642
"synthetic_296",1739.906,0.8542675964737838
"synthetic_297",13.286,0.34333884496181394
"synthetic_298",1.032,0.07553069988568113
"synthetic_299",49.499,0.48118744341802444
"synthetic_300",10.149,0.31511015738103826
"synthetic_301",61.183,0.5033981521212062
"synthetic_302",118.865,0.5730035198024105
"synthetic_303",2401.489,0.8880429845880834
"synthetic_304",55.407,0.4930049740537976
"synthetic_305",83.244,0.5356694122851586
"synthetic_306",12.394,0.3360548204621089
"synthetic_307",42.267,0.464633366457221
"synthetic_308",136.496,0.5874992703183027
"synthetic_309",0.915,0.06291909667328902
"synthetic_310",38.63,0.4552029568618638
"synthetic_311",45.851,0.4731637749667605
"synthetic_312",35.155,0.445323457413307
"synthetic_313",100.749,0.5556727806496923
"synthetic_314",35.144,0.4452906576772258
"synthetic_315",41.925,0.4637818668024756
"synthetic_316",3.694,0.2091837688460709
"synthetic_317",2260.389,0.8816966116989856
"synthetic_318",117.059,0.57139886760875
"synthetic_319",10.225,0.3158920842063859
"synthetic_320",0.987,0.07085792421084881
"synthetic_321",334.13,0.6813275561011246
"synthetic_322",244.361,0.6485346827738737
"synthetic_323",1.06,0.07833645067723609
"synthetic_324",10.208,0.31571768532525535
"synthetic_325",25.01,0.40963706963550306
"synthetic_326",1.27,0.09728039000801614
"synthetic_327",368.62,0.6916235483981846
"synthetic_328",1.086,0.08087620488807258
"synthetic_329",1422.352,0.8331466513160881
"synthetic_330",10.062,0.3142078366390875
"synthetic_331",19.318,0.3825714668690338
"synthetic_332",0.677,0.03134522109288255
"synthetic_333",1.157,0.08751365083085302
"synthetic_334",9.947,0.3130030669127802
"synthetic_335",0.732,0.039531739263271935
"synthetic_336",333.867,0.6812450268191499
"synthetic_337",960.74,0.7920236136105707
"synthetic_338",92.326,0.5465223126408935
"synthetic_339",0.629,0.023637596861955015
"synthetic_340",1101.703,0.8063728111081131
"synthetic_341",1515.957,0.8398266345078147
"synthetic_342",604.735,0.7435063123789077
"synthetic_343",1303.427,0.8239953022408236
"synthetic_344",8.007,0.29026433960693554
"synthetic_345",1619.104,0.8467257623492228
"synthetic_346",359.854,0.6891010251255615
"synthetic_347",10.433,0.3180027357828719
"synthetic_348",66.072,0.5114553828687719
"synthetic_349",408.833,0.7024754760032397
"synthetic_350",1377.136,0.8297607202894597
"synthetic_351",764.744,0.7681102081075062
"synthetic_352",985.565,0.7946974123846434
"synthetic_353",122.008,0.5757388371296787
"synthetic_354",12.933,0.3405164900034228
"synthetic_355",2280.316,0.882616527818584
"synthetic_356",386.23,0.696514623270295
"synthetic_357",1065.895,0.8029096902992788
"synthetic_358",63.444,0.507201472264094
"synthetic_359",244.783,0.6487155261623253
"synthetic_360",109.26,0.5641725555805345
"synthetic_361",1.245,0.09519665191115015
"synthetic_362",1854.013,0.8609251827996951
"synthetic_363",2315.132,0.8842046581296871
"synthetic_364",21.039,0.3915158886867621
"synthetic_365",45.983,0.47346507386031744
"synthetic_366",10.273,0.31638294387537197
"synthetic_367",304.584,0.6716240400370652
"synthetic_368",12.632,0.3380483625912656
"synthetic_369",1009.883,0.7972520879163193
"synthetic_370",223.005,0.638949682177206
"synthetic_371",1676.639,0.8503854979538541
"synthetic_372",359.916,0.6891190812590595
"synthetic_373",71.747,0.5200917126456471
"synthetic_374",25.566,0.41194155851726477
"synthetic_375",30.705,0.43113852374015527
"synthetic_376",1956.566,0.8665679104931214
"synthetic_377",117.544,0.5718322144185087
"synthetic_378",0.709,0.03618572685592577
"synthetic_379",10.346,0.31712508053278404
"synthetic_380",167.311,0.6088340036344381
"synthetic_381",1.088,0.08106904500502807
"synthetic_382",0.882,0.059069267161764416
"synthetic_383",0.724,0.03837998510144683
"synthetic_384",35.697,0.44692700721347417
"synthetic_385",10.742,0.32106182890917695
"synthetic_386",1.304,0.10004938673524703
"synthetic_387",1.076,0.07990664594795846
"synthetic_388",14.349,0.35140589844941866
"synthetic_389",10.185,0.31548127104348656
"synthetic_390",10.483,0.3185038295562669
"synthetic_391",23.843,0.4046287844140046
"synthetic_392",10.26,0.3162502295477994
"synthetic_393",56.067,0.49424606107197966
"synthetic_394",1.07,0.07932057597351105
"synthetic_395",118.286,0.5724917422014626
"synthetic_396",10.534,0.3190124890001065
"synthetic_397",203.973,0.629600069770552
"synthetic_398",0.687,0.03288203123727167
"synthetic_399",221.529,0.6382536813146548
"synthetic_400",25.925,0.4134030522833577
"synthetic_401",1735.763,0.8540177325611216
"synthetic_402",2274.57,0.8823520951255808
"synthetic_403",10.208,0.31571768532525535
"synthetic_404",0.631,0.02397032277313105
"synthetic_405",48.406,0.4788472048019892
"synthetic_406",10.415,0.3178217539332237
"synthetic_407",227.936,0.6412419185390466
"synthetic_408",31.252,0.43298921953246877
"synthetic_409",51.5,0.4853409380653597
"synthetic_410",1171.218,0.8127857405083366
"synthetic_411",772.283,0.7691383724481761
"synthetic_412",108.49,0.5634313116001745
"synthetic_413",248.644,0.6503557856679473
"synthetic_414",38.363,0.4544760335977756
"synthetic_415",233.94,0.6439669188690471
"synthetic_416",1.062,0.07853401637946453
"synthetic_417",32.509,0.4371221989099841
"synthetic_418",272.491,0.6599545145220234
"synthetic_419",0.699,0.03469694366967472
"synthetic_420",0.691,0.033490500719835156
"synthetic_421",2.34,0.16133247609837958
"synthetic_422",1.747,0.13070207620664673
"synthetic_423",145.76,0.5943816430660794
"synthetic_424",346.672,0.6851896419156689
"synthetic_425",1.005,0.07275210662188739
"synthetic_426",26.973,0.4175564705499608
"synthetic_427",11.769,0.330631655011283
"synthetic_428",1663.098,0.8495355982896468
"synthetic_429",1.068,0.07912448878067772
"synthetic_430",49.601,0.48140319474643756
"synthetic_431",2294.984,0.8832885438307615
"synthetic_432",10.625,0.319914009775076
"synthetic_433",24.732,0.4084655410704824
"synthetic_434",1913.721,0.8642473038794172
"synthetic_435",112.35,0.5670955237151942
"synthetic_436",1.041,0.0764407655804525
"synthetic_437",1479.023,0.8372415113213226
"synthetic_438",1909.046,0.8639909553613377
"synthetic_439",13.167,0.34239586651401727
"synthetic_440",114.899,0.569446849883163
"synthetic_441",0.982,0.07032562964873955
"synthetic_442",0.584,0.015857627709952197
"synthetic_443",1816.588,0.8587878778671448
"synthetic_444",1880.665,0.8624211112493859
"synthetic_445",19.364,0.3828207402611302
"synthetic_446",0.854,0.05568805219673749
"synthetic_447",2245.817,0.8810187572626836
"synthetic_448",0.911,0.062459912701133685
"synthetic_449",13.203,0.3426820334467398
"synthetic_450",0.984,0.07053887198882643
"synthetic_451",11.464,0.32787966847081124
"synthetic_452",63.664,0.5075642804162864
"synthetic_453",502.091,0.7240109777569442
"synthetic_454",6.646,0.2707383985989213
"synthetic_455",91.432,0.545502497401049
"synthetic_456",1.09,0.08126153096178987
"synthetic_457",54.216,0.4907274971848263
"synthetic_458",10.275,0.3164033465567675
"synthetic_459",19.105,0.3814094308516673
"synthetic_460",1.221,0.0931565179296219
"synthetic_461",132.0,0.5839888761276952
"synthetic_462",1809.541,0.8583805084929222
"synthetic_463",107.864,0.5628248023568495
"synthetic_464",23.275,0.40210176060311165
"synthetic_465",0.98,0.07011195256351983
"synthetic_466",0.831,0.052826631506415624
"synthetic_467",0.752,0.04235693926912159
"synthetic_468",263.927,0.6566076585263625
"synthetic_469",6.893,0.2745629927948487
"synthetic_470",0.859,0.05629989616431323
"synthetic_471",158.271,0.6030123482614742
"synthetic_472",0.638,0.025126615065296103
"synthetic_473",29.331,0.42634033161219037
"synthetic_474",70.021,0.5175395353201752
"synthetic_475",35.564,0.4465357818159288
"synthetic_476",26.145,0.4142887071128366
"synthetic_477",0.901,0.061303073428947266
"synthetic_478",54.439,0.4911577092287809
"synthetic_479",10.433,0.3180027357828719
"synthetic_480",79.156,0.5303917277736042
"synthetic_481",0.9,0.061186684106605826
"synthetic_482",0.929,0.06451058065346012
"synthetic_483",3.467,0.2025367865415228
"synthetic_484",1.182,0.08975419305818155
"synthetic_485",1510.114,0.839421887058769
"synthetic_486",0.832,0.05295267911511102
"synthetic_487",57.246,0.4964271659450044
"synthetic_488",50.876,0.4840632682971404
"synthetic_489",0.979,0.07000495043682138
"synthetic_490",13.146,0.34222857426142367
"synthetic_491",1.056,0.07794019850770513
"synthetic_492",149.215,0.5968369710369531
"synthetic_493",16.823,0.36807745709736844
"synthetic_494",24.243,0.4063725100980229
"synthetic_495",10.633,0.3199928947719302
"synthetic_496",1.1,0.08221869354111357
"synthetic_497",25.775,0.4127948770333367
"synthetic_498",1253.937,0.8199382935574868
"synthetic_499",0.628,0.023470836963612133
"synthetic_500",1.12,0.08410718740841837
"synthetic_501",0.889,0.05989779775310052
"synthetic_502",116.434,0.5708377757113788
"synthetic_503",11.727,0.3302569559308924
"synthetic_504",0.817,0.05104586046867087
"synthetic_505",0.948,0.06663251024922459
"synthetic_506",265.909,0.6573917938536201
"synthetic_507",29.37,0.42647959789342343
"synthetic_508",337.532,0.6823892860126692
"synthetic_509",245.936,0.649208046354945
"synthetic_510",118.675,0.5728358542866543
"synthetic_511",0.884,0.05930665927683929
"synthetic_512",1.169,0.0885950902517451
"synthetic_513",107.322,0.5622968277931184
"synthetic_514",37.04,0.4507977721190244
"synthetic_515",90.809,0.5447859078744158
"synthetic_516",1.418,0.10883349442091558
"synthetic_517",0.743,0.041095014772273515
"synthetic_518",51.632,0.48560922994997907
"synthetic_519",10.692,0.3205728452191979
"synthetic_520",115.349,0.5698565291711502
"synthetic_521",64.274,0.5085637288149504
"synthetic_522",0.642,0.025781670785129898
"synthetic_523",10.603,0.31969676938940944
"synthetic_524",12.85,0.3398416933007981
"synthetic_525",747.325,0.7656953165675648
"synthetic_526",0.61,0.02042287688666328
"synthetic_527",3.242,0.19550421052555736
"synthetic_528",10.275,0.3164033465567675
"synthetic_529",2548.447,0.8942681100051116
"synthetic_530",1.032,0.07553069988568113
"synthetic_531",47.448,0.4767521444558932
"synthetic_532",17.528,0.3723801220397877
"synthetic_533",22.436,0.3982539222188508
"synthetic_534",1850.372,0.8607191523029663
"synthetic_535",48.868,0.47984278276282494
"synthetic_536",1752.993,0.8550529820382206
"synthetic_537",47.576,0.47703450481929155
"synthetic_538",0.993,0.0714931296339353
"synthetic_539",272.829,0.660084439346155
"synthetic_540",319.799,0.6767330138684519
"synthetic_541",10.364,0.317307268346111
"synthetic_542",31.525,0.4339007929135673
"synthetic_543",0.874,0.05811428493742675
"synthetic_544",0.888,0.0597798364868525
"synthetic_545",10.689,0.32054343352432335
"synthetic_546",1727.21,0.8535000100399339
"synthetic_547",44.708,0.4705179294502983
"synthetic_548",119.159,0.573262432655111
"synthetic_549",247.545,0.6498915076965381
"synthetic_550",2015.757,0.8696916159488466
"synthetic_551",88.228,0.5417638546546696
"synthetic_552",0.826,0.05219410952630433
"synthetic_553",10.542,0.31909205520168643
"synthetic_554",101.522,0.5564738586303483
"synthetic_555",1.081,0.08039254655862287
"synthetic_556",95.235,0.5497736558526161
"synthetic_557",418.531,0.7049326293370813
"synthetic_558",325.898,0.6787130339222733
"synthetic_559",1296.409,0.823429460119314
"synthetic_560",0.852,0.055442310996238614
"synthetic_561",7.012,0.2763569553709148
"synthetic_562",0.978,0.06989783895688297
"synthetic_563",1.027,0.07502167229939989
"synthetic_564",340.528,0.6833154829013643
"synthetic_565",49.488,0.4811641495649181
"synthetic_566",1.027,0.07502167229939989
"synthetic_567",146.139,0.5946538089307578
"synthetic_568",0.659,0.02852086705769269
"synthetic_569",10.295,0.31660715522380595
"synthetic_570",0.867,0.057271477388392236
"synthetic_571",10.43,0.3179725938354856
"synthetic_572",380.106,0.6948394798069119
"synthetic_573",1824.476,0.8592419931065682
"synthetic_574",1375.124,0.8296074826676884
"synthetic_575",51.73,0.4858079730727807
"synthetic_576",10.705,0.32070020060823545
"synthetic_577",57.785,0.4974093748248677
"synthetic_578",348.121,0.6856268018867656
"synthetic_579",1205.426,0.8158030534239604
"synthetic_580",0.856,0.05593321856349397
"synthetic_581",62.468,0.5055766038313144
"synthetic_582",20.134,0.38690767265067344
"synthetic_583",0.634,0.024467439471092034
"synthetic_584",0.846,0.05470161127738326
"synthetic_585",0.913,0.06268975615727675
"synthetic_586",101.098,0.556035215848393
"synthetic_587",10.544,0.3191119373176519
"synthetic_588",2.964,0.18610804683634208
"synthetic_589",1947.349,0.8660730111823238
"synthetic_590",4.9,0.23879484510351656
"synthetic_591",57.694,0.4972441918529334
"synthetic_592",2313.417,0.8841269894207108
"synthetic_593",1.051,0.0774427672275175
"synthetic_594",48.06,0.47809535602390546
"synthetic_595",1883.181,0.8625612330351634
"synthetic_596",306.762,0.672370831673707
"synthetic_597",18.717,0.37925898120151924
"synthetic_598",105.883,0.5608820220597517
"synthetic_599",113.51,0.5681721111130282
"synthetic_600",26.018,0.41377835628185866
"synthetic_601",12.965,0.3407754965734103
"synthetic_602",29.333,0.4263474779761641
"synthetic_603",10.487,0.3185438137528406
"synthetic_604",43.847,0.46847980566485475
"synthetic_605",116.869,0.5712286132275854
"synthetic_606",0.993,0.0714931296339353
"synthetic_607",10.477,0.3184438246458505
"synthetic_608",1.019,0.07420205073045173
"synthetic_609",20.714,0.3898842227219794
"synthetic_610",277.834,0.661989711203982
"synthetic_611",89.048,0.5427334573490546
"synthetic_612",0.979,0.07000495043682138
"synthetic_613",0.944,0.06618934437120286
"synthetic_614",1.16,0.08778505859753358
"synthetic_615",146.844,0.5951582080752919
"synthetic_616",288.828,0.666057074361026
"synthetic_617",1021.958,0.7984978334548253
"synthetic_618",311.83,0.6740882212871698
"synthetic_619",2021.289,0.8699788563688279
"synthetic_620",23.871,0.40475179403
"synthetic_621",1756.248,0.8552474126892924
"synthetic_622",12.256,0.33488129232259034
"synthetic_623",10.19,0.3155327108354382
"synthetic_624",18.794,0.37968926946539283
"synthetic_625",55.723,0.4936010255007022
"synthetic_626",0.709,0.03618572685592577
"synthetic_627",0.615,0.021278461833853703
"synthetic_628",2001.241,0.8689341309401071
"synthetic_629",52.208,0.48677198722673987
"synthetic_630",374.084,0.6931657088832809
"synthetic_631",0.921,0.06360412247137046
"synthetic_632",107.63,0.5625971838064032
"synthetic_633",0.893,0.06036831963873708
"synthetic_634",1.159,0.0876946674112515
"synthetic_635",924.303,0.7879713073891828
"synthetic_636",1953.261,0.8663907198299202
"synthetic_637",1864.962,0.8615423164949972
"synthetic_638",158.382,0.6030858277623173
"synthetic_639",244.704,0.6486816953254789
"synthetic_640",65.69,0.510847666115233
"synthetic_641",57.845,0.4975181444349043
"synthetic_642",17.937,0.37479763831324237
"synthetic_643",0.971,0.06914497782540997
"synthetic_644",10.478,0.3184538278502483
"synthetic_645",1528.402,0.8406835307996281
"synthetic_646",1.165,0.08823584885805588
"synthetic_647",5.981,0.2596887039967354
"synthetic_648",10.032,0.31389488157229006
"synthetic_649",57.619,0.49710785606844704
"synthetic_650",4.354,0.22641273477587207
"synthetic_651",0.644,0.026107669722912747
"synthetic_652",1.246,0.09528080171414326
"synthetic_653",10.612,0.3197856948876481
"synthetic_654",136.656,0.5876220545099435
"synthetic_655",256.65,0.6536772882770081
"synthetic_656",8.986,0.30235418171494965
"synthetic_657",0.876,0.05835384749657794
"synthetic_658",0.962,0.06816899853702779
"synthetic_659",0.914,0.06280448914519585
"synthetic_660",10.213,0.31576900924479506
"synthetic_661",1.03,0.07532738542037648
"synthetic_662",47.817,0.4775640807855186
