"Query","True Cost","Normalized Cost"
"synthetic_61",37.21,0.09499764600368889
"synthetic_62",8224.05,0.5787328579264553
"synthetic_63",467089.55,0.940707868598533
"synthetic_64",112.85,0.19441809401614107
"synthetic_65",55.0,0.1300131779788382
"synthetic_66",461515.17,0.9396320070975148
"synthetic_67",32.69,0.08339243220955193
"synthetic_68",474021.73,0.9420280152333791
"synthetic_69",442668.44,0.9358958274336532
"synthetic_70",462409.12,0.9398054124287505
"synthetic_71",37.21,0.09499764600368889
"synthetic_72",8430.3,0.5809524539577728
"synthetic_73",455792.31,0.9385138848530868
"synthetic_74",212.3,0.2510461836776761
"synthetic_75",60.25,0.1381828478190906
"synthetic_76",461553.11,0.9396393733901136
"synthetic_77",593856.39,0.9622246607219135
"synthetic_78",461550.76,0.9396389171402405
"synthetic_79",7935.18,0.5755287029492115
"synthetic_80",510855.82,0.9487338953250612
"synthetic_81",8180.42,0.5782561970585152
"synthetic_82",493415.33,0.9456211984691558
"synthetic_83",499304.71,0.9466844434697695
"synthetic_84",8231.55,0.5788145411818028
"synthetic_85",480394.18,0.9432246474360237
"synthetic_86",480394.02,0.9432246175905974
"synthetic_87",37.21,0.09499764600368889
"synthetic_88",499390.77,0.9466998872539736
"synthetic_89",50.98,0.12321181389870552
"synthetic_90",8180.26,0.5782544443725927
"synthetic_91",48.51,0.11876148365483731
"synthetic_92",481028.53,0.9433428971494245
"synthetic_93",37.21,0.09499764600368889
"synthetic_94",8180.35,0.5782554302626423
"synthetic_95",35.53,0.09085766174445987
"synthetic_96",482562.4,0.9436281839528631
"synthetic_97",732638.5,0.9810440504022112
"synthetic_98",8180.35,0.5782554302626423
"synthetic_99",7694.29,0.5727662532522338
"synthetic_100",516099.62,0.9496490273632465
"synthetic_101",7981.15,0.5760463315236113
"synthetic_102",494218.08,0.9457668684633754
"synthetic_103",622012.59,0.9663756382128632
"synthetic_104",7727.78,0.5731554405220998
"synthetic_105",769126.98,0.9853994158805474
"synthetic_106",10084.73,0.5970096362178998
"synthetic_107",49.09,0.11982653060823627
"synthetic_108",486007.95,0.944265734590413
"synthetic_109",496325.05,0.9461480844306381
"synthetic_110",473776.98,0.9419817353705616
"synthetic_111",37.21,0.09499764600368889
"synthetic_112",454558.94,0.938271072867976
"synthetic_113",51.56,0.12422554968559368
"synthetic_114",8195.44,0.5784205779773675
"synthetic_115",499390.77,0.9466998872539736
"synthetic_116",212.3,0.2510461836776761
"synthetic_117",480411.19,0.9432278203212174
"synthetic_118",7678.7,0.5725845036849786
"synthetic_119",50.98,0.12321181389870552
"synthetic_120",511000.58,0.9487592842419613
"synthetic_121",487586.86,0.9445563810064614
"synthetic_122",35.53,0.09085766174445987
"synthetic_123",89.05,0.17319298479108367
"synthetic_124",593318.3,0.9621434289759618
"synthetic_125",504921.06,0.9476867782416233
"synthetic_126",447962.27,0.9369611053044263
"synthetic_127",442609.83,0.9358839621702464
"synthetic_128",598611.76,0.9629393632095823
"synthetic_129",35.53,0.09085766174445987
"synthetic_130",54.42,0.12906318407864814
"synthetic_131",37.21,0.09499764600368889
"synthetic_132",7678.73,0.572584853781807
"synthetic_133",112.85,0.19441809401614107
"synthetic_134",10229.13,0.5982836306190902
"synthetic_135",460796.83,0.9394924224208012
"synthetic_136",8180.26,0.5782544443725927
"synthetic_137",34.25,0.08756980271774632
"synthetic_138",72.4,0.15464450063143353
"synthetic_139",9788.38,0.5943368959561589
"synthetic_140",7678.73,0.572584853781807
"synthetic_141",483821.21,0.9438616352763409
"synthetic_142",480603.99,0.943263775566328
"synthetic_143",125.2,0.20372433577342644
"synthetic_144",443899.42,0.9361446700500323
"synthetic_145",8180.26,0.5782544443725927
"synthetic_146",35.53,0.09085766174445987
"synthetic_147",7678.7,0.5725845036849786
"synthetic_148",48.95,0.11957060691502673
"synthetic_149",33.63,0.08593280754223348
"synthetic_150",460871.52,0.9395069459864572
"synthetic_151",71.35,0.15333539516700592
"synthetic_152",471999.23,0.941644860760925
"synthetic_153",37.21,0.09499764600368889
"synthetic_154",37.21,0.09499764600368889
"synthetic_155",499304.71,0.9466844434697695
"synthetic_156",493390.51,0.9456166907636807
"synthetic_157",38.1,0.09711572934411584
"synthetic_158",488266.9,0.9446812731890366
"synthetic_159",51.65,0.12438183073095592
"synthetic_160",445709.99,0.9365094256916271
"synthetic_161",568010.16,0.9582371847799344
"synthetic_162",521661.6,0.9506095809762106
"synthetic_163",54.42,0.12906318407864814
"synthetic_164",466334.55,0.9405629068220016
"synthetic_165",8947.04,0.5862833756932417
"synthetic_166",8194.44,0.5784096432063559
"synthetic_167",461535.54,0.9396359621380094
"synthetic_168",125.2,0.20372433577342644
"synthetic_169",69.68,0.15121307582792312
"synthetic_170",482535.26,0.9436231440281738
"synthetic_171",462808.08,0.9398826931471128
"synthetic_172",7712.39,0.5729768032196202
"synthetic_173",7692.03,0.5727399288118318
"synthetic_174",53.43,0.1274180067737501
"synthetic_175",121.61,0.20111729517693042
"synthetic_176",462409.17,0.9398054221181991
"synthetic_177",7962.56,0.5758373655059557
"synthetic_178",7978.9,0.5760210656837325
"synthetic_179",46.8,0.1155456786067375
"synthetic_180",81.71,0.16548460562265813
"synthetic_181",8195.44,0.5784205779773675
"synthetic_182",37.21,0.09499764600368889
"synthetic_183",492828.96,0.9455146437329697
"synthetic_184",7678.7,0.5725845036849786
"synthetic_185",35.53,0.09085766174445987
"synthetic_186",514498.4,0.9493705771737398
"synthetic_187",7989.35,0.5761383512300641
"synthetic_188",492786.26,0.945506879368026
"synthetic_189",33.0,0.08423819996150461
"synthetic_190",70.92,0.15279371627482136
"synthetic_191",212.3,0.2510461836776761
"synthetic_192",37.21,0.09499764600368889
"synthetic_193",8029.83,0.5765912348496995
"synthetic_194",81.71,0.16548460562265813
"synthetic_195",7694.88,0.5727731242891315
"synthetic_196",8467.6,0.5813480594092572
"synthetic_197",8243.27,0.5789420359820173
"synthetic_198",485789.24,0.9442253999234811
"synthetic_199",461551.16,0.9396389947999574
"synthetic_200",71.35,0.15333539516700592
"synthetic_201",89.05,0.17319298479108367
"synthetic_202",480693.1,0.9432803888041971
"synthetic_203",54.25,0.12878281825352714
"synthetic_204",38.1,0.09711572934411584
"synthetic_205",37.21,0.09499764600368889
"synthetic_206",37.21,0.09499764600368889
"synthetic_207",480952.72,0.9433287735511446
"synthetic_208",595083.93,0.9624096988463741
"synthetic_209",461515.17,0.9396320070975148
"synthetic_210",493114.48,0.9455665440500833
"synthetic_211",37.72,0.0962174965250874
"synthetic_212",7678.7,0.5725845036849786
"synthetic_213",34.21,0.08746508778647112
"synthetic_214",48.85,0.11938735574228551
"synthetic_215",72.4,0.15464450063143353
"synthetic_216",471547.27,0.9415590143404277
"synthetic_217",34.21,0.08746508778647112
"synthetic_218",7852.28,0.5745876117217723
"synthetic_219",643825.82,0.9694642986740043
"synthetic_220",7745.33,0.5733587160792735
"synthetic_221",499390.77,0.9466998872539736
"synthetic_222",8436.88,0.5810223687227616
"synthetic_223",72.4,0.15464450063143353
"synthetic_224",37.72,0.0962174965250874
"synthetic_225",8298.77,0.5795433357165769
"synthetic_226",505976.14,0.9478738309586124
"synthetic_227",442631.03,0.9358882541718512
"synthetic_228",34.25,0.08756980271774632
"synthetic_229",35.53,0.09085766174445987
"synthetic_230",212.3,0.2510461836776761
"synthetic_231",583594.09,0.9606625978191136
"synthetic_232",503236.53,0.9473873200511539
"synthetic_233",33.0,0.08423819996150461
"synthetic_234",8465.45,0.5813253037858634
"synthetic_235",54.99,0.12999688380800653
"synthetic_236",480809.54,0.9433020926744218
"synthetic_237",81.71,0.16548460562265813
"synthetic_238",45.15,0.1123293212283344
"synthetic_239",73.16,0.15558025304928935
"synthetic_240",480780.25,0.9432966336505367
"synthetic_241",484801.16,0.9440429508201206
"synthetic_242",501706.41,0.947114441192457
"synthetic_243",7962.56,0.5758373655059557
"synthetic_244",497423.34,0.9463461578660923
"synthetic_245",55.21,0.13035467292748787
"synthetic_246",83.41,0.1673298336946423
"synthetic_247",71.16,0.15309645234735977
"synthetic_248",37.21,0.09499764600368889
"synthetic_249",212.3,0.2510461836776761
"synthetic_250",461515.17,0.9396320070975148
"synthetic_251",482895.89,0.9436900902436117
"synthetic_252",8195.44,0.5784205779773675
"synthetic_253",212.3,0.2510461836776761
"synthetic_254",7746.39,0.5733709789371
"synthetic_255",34.25,0.08756980271774632
"synthetic_256",61.12,0.13946754510115156
"synthetic_257",905231.96,1.0
"synthetic_258",70.38,0.1521087973308925
"synthetic_259",506883.41,0.9480343671315721
"synthetic_260",10112.25,0.5972538373815067
"synthetic_261",8214.08,0.5786241582461146
"synthetic_262",8221.66,0.5787068125438034
"synthetic_263",54.99,0.12999688380800653
"synthetic_264",7846.47,0.5745212837763378
"synthetic_265",461552.87,0.9396393267944884
"synthetic_266",51.56,0.12422554968559368
"synthetic_267",34.21,0.08746508778647112
"synthetic_268",69.68,0.15121307582792312
"synthetic_269",524998.39,0.9511809414457366
"synthetic_270",470176.45,0.9412981331933274
"synthetic_271",475864.79,0.9423757545211123
"synthetic_272",608129.4,0.9643529081461465
"synthetic_273",71.16,0.15309645234735977
"synthetic_274",51.56,0.12422554968559368
"synthetic_275",724265.84,0.9800140849304366
"synthetic_276",50.98,0.12321181389870552
"synthetic_277",8181.41,0.5782670410404448
"synthetic_278",8609.55,0.5828378165387205
"synthetic_279",446748.27,0.9367179286575017
"synthetic_280",35.58,0.09098367750456289
"synthetic_281",7711.83,0.5729702963773062
"synthetic_282",8259.79,0.5791214395910806
"synthetic_283",34.21,0.08746508778647112
"synthetic_284",54.64,0.12942471316417564
"synthetic_285",48.85,0.11938735574228551
"synthetic_286",505468.19,0.9477838264048362
"synthetic_287",35.53,0.09085766174445987
"synthetic_288",7678.7,0.5725845036849786
"synthetic_289",7963.86,0.5758519943717236
"synthetic_290",212.3,0.2510461836776761
"synthetic_291",501094.82,0.9470051384552995
"synthetic_292",69.99,0.1516108574733814
"synthetic_293",37.21,0.09499764600368889
"synthetic_294",8231.65,0.5788156297890266
"synthetic_295",480393.96,0.94322460639856
"synthetic_296",442624.4,0.935886911931177
"synthetic_297",212.3,0.2510461836776761
"synthetic_298",89.05,0.17319298479108367
"synthetic_299",8250.02,0.579015382916607
"synthetic_300",33.26,0.08494144975208534
"synthetic_301",8180.42,0.5782561970585152
"synthetic_302",499304.71,0.9466844434697695
"synthetic_303",480428.53,0.9432310546458718
"synthetic_304",8180.42,0.5782561970585152
"synthetic_305",8682.05,0.5835892505306559
"synthetic_306",33.63,0.08593280754223348
"synthetic_307",7694.29,0.5727662532522338
"synthetic_308",461553.11,0.9396393733901136
"synthetic_309",37.21,0.09499764600368889
"synthetic_310",9850.07,0.594899877888687
"synthetic_311",8229.26,0.5787896084566747
"synthetic_312",8195.44,0.5784205779773675
"synthetic_313",488234.36,0.9446753010459169
"synthetic_314",8467.6,0.5813480594092572
"synthetic_315",7678.7,0.5725845036849786
"synthetic_316",61.12,0.13946754510115156
"synthetic_317",492434.07,0.9454428131422025
"synthetic_318",461535.99,0.9396360495080671
"synthetic_319",35.53,0.09085766174445987
"synthetic_320",55.21,0.13035467292748787
"synthetic_321",513375.94,0.9491748656096556
"synthetic_322",506935.65,0.9480436019462162
"synthetic_323",70.15,0.15181547532679077
"synthetic_324",37.21,0.09499764600368889
"synthetic_325",7692.75,0.5727483161986466
"synthetic_326",125.2,0.20372433577342644
"synthetic_327",499795.11,0.9467724119485235
"synthetic_328",72.51,0.15478054478352593
"synthetic_329",442609.83,0.9358839621702464
"synthetic_330",35.53,0.09085766174445987
"synthetic_331",9188.51,0.588669777577922
"synthetic_332",37.21,0.09499764600368889
"synthetic_333",212.3,0.2510461836776761
"synthetic_334",37.21,0.09499764600368889
"synthetic_335",13.46,0.003877461166246909
"synthetic_336",601935.94,0.9634356031181339
"synthetic_337",496634.22,0.9462038866396504
"synthetic_338",461515.17,0.9396320070975148
"synthetic_339",37.21,0.09499764600368889
"synthetic_340",508681.61,0.9483517008199764
"synthetic_341",449876.51,0.9373432115632211
"synthetic_342",484031.47,0.9439005696216239
"synthetic_343",456258.42,0.9386054763019485
"synthetic_344",69.99,0.1516108574733814
"synthetic_345",442642.79,0.9358906349293817
"synthetic_346",683725.25,0.9748523501645944
"synthetic_347",51.65,0.12438183073095592
"synthetic_348",8180.26,0.5782544443725927
"synthetic_349",525365.64,0.9512436039067536
"synthetic_350",442659.33,0.9358939832687347
"synthetic_351",494220.79,0.9457673598291936
"synthetic_352",481525.52,0.9434354325755727
"synthetic_353",443535.44,0.9360711634176492
"synthetic_354",48.95,0.11957060691502673
"synthetic_355",508876.33,0.9483859962999138
"synthetic_356",505108.18,0.9477199808140875
"synthetic_357",447334.48,0.9368354349259924
"synthetic_358",8180.42,0.5782561970585152
"synthetic_359",593104.05,0.962111064619042
"synthetic_360",452758.87,0.9379155103328289
"synthetic_361",72.31,0.15453303794963436
"synthetic_362",487474.45,0.9445357196661186
"synthetic_363",475191.85,0.942248943937771
"synthetic_364",71.35,0.15333539516700592
"synthetic_365",8180.26,0.5782544443725927
"synthetic_366",69.81,0.15138010251606004
"synthetic_367",505013.64,0.9477032071742838
"synthetic_368",49.09,0.11982653060823627
"synthetic_369",526889.01,0.951503063847513
"synthetic_370",877685.02,0.9972307493293334
"synthetic_371",452209.67,0.9378067469852307
"synthetic_372",487196.61,0.9444846312807699
"synthetic_373",7936.83,0.5755473340057357
"synthetic_374",13967.87,0.626198887409555
"synthetic_375",8476.99,0.5814473755963447
"synthetic_376",483679.57,0.9438353979206175
"synthetic_377",488058.35,0.9446429906137244
"synthetic_378",37.21,0.09499764600368889
"synthetic_379",71.94,0.15407334026031805
"synthetic_380",526003.61,0.9513523542172138
"synthetic_381",71.94,0.15407334026031805
"synthetic_382",54.63,0.12940831162807395
"synthetic_383",35.53,0.09085766174445987
"synthetic_384",7678.73,0.572584853781807
"synthetic_385",71.5,0.15352358520937862
"synthetic_386",50.98,0.12321181389870552
"synthetic_387",73.16,0.15558025304928935
"synthetic_388",54.99,0.12999688380800653
"synthetic_389",125.2,0.20372433577342644
"synthetic_390",81.71,0.16548460562265813
"synthetic_391",7981.41,0.5760492506726683
"synthetic_392",37.21,0.09499764600368889
"synthetic_393",7692.35,0.5727436566362254
"synthetic_394",71.94,0.15407334026031805
"synthetic_395",468819.72,0.941039183515117
"synthetic_396",71.94,0.15407334026031805
"synthetic_397",584655.45,0.9608254196683913
"synthetic_398",37.21,0.09499764600368889
"synthetic_399",634821.5,0.968202201502892
"synthetic_400",7962.69,0.5758388285000049
"synthetic_401",480393.91,0.9432245970718609
"synthetic_402",468601.06,0.9409973792838797
"synthetic_403",33.26,0.08494144975208534
"synthetic_404",37.21,0.09499764600368889
"synthetic_405",7712.37,0.5729765708405303
"synthetic_406",61.12,0.13946754510115156
"synthetic_407",889561.23,0.9984351550329114
"synthetic_408",8969.24,0.5865054461683493
"synthetic_409",8180.35,0.5782554302626423
"synthetic_410",510541.19,0.948678688721657
"synthetic_411",507491.44,0.9481417937865255
"synthetic_412",447498.32,0.9368682492540431
"synthetic_413",615556.56,0.9654406944885995
"synthetic_414",7692.22,0.572742142226269
"synthetic_415",506738.27,0.948008704765442
"synthetic_416",73.16,0.15558025304928935
"synthetic_417",7809.27,0.5740954347848508
"synthetic_418",505866.63,0.9478544343316313
"synthetic_419",35.53,0.09085766174445987
"synthetic_420",37.21,0.09499764600368889
"synthetic_421",71.94,0.15407334026031805
"synthetic_422",54.63,0.12940831162807395
"synthetic_423",497324.74,0.9463283935180699
"synthetic_424",607920.47,0.9643221163594949
"synthetic_425",37.21,0.09499764600368889
"synthetic_426",7797.4,0.5739591253172951
"synthetic_427",77.12,0.1603039281152689
"synthetic_428",480393.85,0.9432245858798209
"synthetic_429",70.35,0.15207059234534612
"synthetic_430",8180.42,0.5782561970585152
"synthetic_431",480413.73,0.9432282940992546
"synthetic_432",48.95,0.11957060691502673
"synthetic_433",7963.76,0.5758508691591403
"synthetic_434",485940.46,0.9442532899692255
"synthetic_435",461553.69,0.9396394859961078
"synthetic_436",71.32,0.15329770968572926
"synthetic_437",442609.83,0.9358839621702464
"synthetic_438",480464.46,0.9432377560785397
"synthetic_439",7963.76,0.5758508691591403
"synthetic_440",461515.17,0.9396320070975148
"synthetic_441",35.58,0.09098367750456289
"synthetic_442",37.21,0.09499764600368889
"synthetic_443",480393.79,0.9432245746877794
"synthetic_444",480443.78,0.9432338990390707
"synthetic_445",7963.86,0.5758519943717236
"synthetic_446",37.72,0.0962174965250874
"synthetic_447",491624.82,0.9452954302132833
"synthetic_448",49.09,0.11982653060823627
"synthetic_449",72.85,0.15519974380560525
"synthetic_450",51.56,0.12422554968559368
"synthetic_451",89.05,0.17319298479108367
"synthetic_452",8231.55,0.5788145411818028
"synthetic_453",444317.28,0.9362289835977251
"synthetic_454",55.0,0.1300131779788382
"synthetic_455",480700.58,0.9432817831991468
"synthetic_456",125.2,0.20372433577342644
"synthetic_457",8213.84,0.5786215399779298
"synthetic_458",37.21,0.09499764600368889
"synthetic_459",71.73,0.15381137784962073
"synthetic_460",69.68,0.15121307582792312
"synthetic_461",481974.68,0.9435189803261573
"synthetic_462",455182.96,0.9383940051223317
"synthetic_463",499328.38,0.9466886914038787
"synthetic_464",9240.19,0.5891723682330331
"synthetic_465",73.47,0.15595915336959099
"synthetic_466",81.71,0.16548460562265813
"synthetic_467",37.21,0.09499764600368889
"synthetic_468",503740.95,0.9474770955944625
"synthetic_469",37.21,0.09499764600368889
"synthetic_470",51.56,0.12422554968559368
"synthetic_471",468695.36,0.9410154103000163
"synthetic_472",37.21,0.09499764600368889
"synthetic_473",8444.12,0.5810992332373766
"synthetic_474",7678.73,0.572584853781807
"synthetic_475",13542.46,0.623427278294092
"synthetic_476",8465.41,0.581324880370669
"synthetic_477",33.57,0.08577279001356619
"synthetic_478",8180.26,0.5782544443725927
"synthetic_479",81.71,0.16548460562265813
"synthetic_480",8600.82,0.5827469069820562
"synthetic_481",34.25,0.08756980271774632
"synthetic_482",48.95,0.11957060691502673
"synthetic_483",35.53,0.09085766174445987
"synthetic_484",212.3,0.2510461836776761
"synthetic_485",442609.83,0.9358839621702464
"synthetic_486",48.95,0.11957060691502673
"synthetic_487",8195.44,0.5784205779773675
"synthetic_488",8180.26,0.5782544443725927
"synthetic_489",71.94,0.15407334026031805
"synthetic_490",13.52,0.0042760227969359625
"synthetic_491",54.99,0.12999688380800653
"synthetic_492",455366.02,0.9384300360644316
"synthetic_493",212.3,0.2510461836776761
"synthetic_494",7858.33,0.5746566274086056
"synthetic_495",125.2,0.20372433577342644
"synthetic_496",70.38,0.1521087973308925
"synthetic_497",10241.87,0.5983951668313462
"synthetic_498",456377.75,0.9386289098166845
"synthetic_499",37.21,0.09499764600368889
"synthetic_500",7692.03,0.5727399288118318
"synthetic_501",49.09,0.11982653060823627
"synthetic_502",499399.71,0.9467014914173266
"synthetic_503",8428.36,0.5809318303734885
"synthetic_504",51.65,0.12438183073095592
"synthetic_505",69.81,0.15138010251606004
"synthetic_506",534453.96,0.952780511566683
"synthetic_507",8969.29,0.586505945706451
"synthetic_508",507987.57,0.9482293546505597
"synthetic_509",603471.91,0.9636639706819958
"synthetic_510",487525.84,0.9445451659140323
"synthetic_511",60.25,0.1381828478190906
"synthetic_512",69.81,0.15138010251606004
"synthetic_513",499328.38,0.9466886914038787
"synthetic_514",7963.86,0.5758519943717236
"synthetic_515",8162.08,0.5780550718598461
"synthetic_516",8193.73,0.5784018787088517
"synthetic_517",81.71,0.16548460562265813
"synthetic_518",8180.26,0.5782544443725927
"synthetic_519",34.25,0.08756980271774632
"synthetic_520",468694.79,0.9410153013217395
"synthetic_521",8194.44,0.5784096432063559
"synthetic_522",35.53,0.09085766174445987
"synthetic_523",70.38,0.1521087973308925
"synthetic_524",37.21,0.09499764600368889
"synthetic_525",568316.57,0.9582855112627694
"synthetic_526",37.21,0.09499764600368889
"synthetic_527",35.53,0.09085766174445987
"synthetic_528",33.63,0.08593280754223348
"synthetic_529",480408.24,0.9432272700640538
"synthetic_530",121.61,0.20111729517693042
"synthetic_531",8221.66,0.5787068125438034
"synthetic_532",71.73,0.15381137784962073
"synthetic_533",13967.87,0.626198887409555
"synthetic_534",480406.1,0.9432268708923358
"synthetic_535",8180.26,0.5782544443725927
"synthetic_536",445640.67,0.9364954878530423
"synthetic_537",8194.1,0.5784059250802305
"synthetic_538",53.43,0.1274180067737501
"synthetic_539",526764.65,0.9514819110261677
"synthetic_540",480768.37,0.9432944193801198
"synthetic_541",8193.73,0.5784018787088517
"synthetic_542",13399.68,0.6224774943559994
"synthetic_543",79.56,0.1630951659419187
"synthetic_544",37.21,0.09499764600368889
"synthetic_545",70.35,0.15207059234534612
"synthetic_546",487842.42,0.9446033360845973
"synthetic_547",8194.1,0.5784059250802305
"synthetic_548",461534.36,0.9396357330338974
"synthetic_549",509747.52,0.948539275989836
"synthetic_550",480533.41,0.9432506147858863
"synthetic_551",8180.35,0.5782554302626423
"synthetic_552",33.26,0.08494144975208534
"synthetic_553",72.51,0.15478054478352593
"synthetic_554",484323.9,0.9439546914722453
"synthetic_555",70.38,0.1521087973308925
"synthetic_556",461550.18,0.9396388045335313
"synthetic_557",504657.44,0.9476399806246621
"synthetic_558",877685.02,0.9972307493293334
"synthetic_559",442609.83,0.9358839621702464
"synthetic_560",81.71,0.16548460562265813
"synthetic_561",73.16,0.15558025304928935
"synthetic_562",49.09,0.11982653060823627
"synthetic_563",72.01,0.15416049115925992
"synthetic_564",504652.67,0.9476391336328311
"synthetic_565",8180.42,0.5782561970585152
"synthetic_566",72.51,0.15478054478352593
"synthetic_567",490821.93,0.9451489656397888
"synthetic_568",35.53,0.09085766174445987
"synthetic_569",37.21,0.09499764600368889
"synthetic_570",33.63,0.08593280754223348
"synthetic_571",212.3,0.2510461836776761
"synthetic_572",808867.55,0.9899138768875237
"synthetic_573",480393.91,0.9432245970718609
"synthetic_574",443417.87,0.9360474069848883
"synthetic_575",8180.26,0.5782544443725927
"synthetic_576",55.21,0.13035467292748787
"synthetic_577",8180.26,0.5782544443725927
"synthetic_578",855600.33,0.9949470958180879
"synthetic_579",443044.23,0.9359718666887923
"synthetic_580",35.58,0.09098367750456289
"synthetic_581",7694.29,0.5727662532522338
"synthetic_582",8975.63,0.5865692645851587
"synthetic_583",37.21,0.09499764600368889
"synthetic_584",35.58,0.09098367750456289
"synthetic_585",60.26,0.1381977195795167
"synthetic_586",492405.05,0.945437532124991
"synthetic_587",54.63,0.12940831162807395
"synthetic_588",33.63,0.08593280754223348
"synthetic_589",503265.72,0.9473925176745795
"synthetic_590",35.53,0.09085766174445987
"synthetic_591",8194.1,0.5784059250802305
"synthetic_592",442643.18,0.9358907138819919
"synthetic_593",70.38,0.1521087973308925
"synthetic_594",8243.88,0.5789486668397813
"synthetic_595",480659.07,0.9432740447789243
"synthetic_596",565788.76,0.9578860476537958
"synthetic_597",7963.76,0.5758508691591403
"synthetic_598",499494.97,0.9467185827664063
"synthetic_599",475081.27,0.9422280887737929
"synthetic_600",8444.7,0.5811053880403196
"synthetic_601",35.53,0.09085766174445987
"synthetic_602",13967.87,0.626198887409555
"synthetic_603",55.0,0.1300131779788382
"synthetic_604",7678.7,0.5725845036849786
"synthetic_605",461535.93,0.939636037858731
"synthetic_606",81.71,0.16548460562265813
"synthetic_607",69.78,0.15134158551901672
"synthetic_608",54.96,0.12994798351089049
"synthetic_609",7963.18,0.575844342647516
"synthetic_610",812359.77,0.9902999271209602
"synthetic_611",486969.74,0.9444428934935155
"synthetic_612",61.12,0.13946754510115156
"synthetic_613",48.85,0.11938735574228551
"synthetic_614",121.61,0.20111729517693042
"synthetic_615",491429.83,0.9452598818058405
"synthetic_616",556728.24,0.9564394255576677
"synthetic_617",467921.39,0.9408673127848104
"synthetic_618",560011.0,0.9569662598952962
"synthetic_619",493126.7,0.945568764666467
"synthetic_620",7981.41,0.5760492506726683
"synthetic_621",482768.09,0.9436663715759331
"synthetic_622",35.53,0.09085766174445987
"synthetic_623",13.52,0.0042760227969359625
"synthetic_624",9995.45,0.5962127892802458
"synthetic_625",7678.73,0.572584853781807
"synthetic_626",35.53,0.09085766174445987
"synthetic_627",37.21,0.09499764600368889
"synthetic_628",484831.85,0.9440486233261026
"synthetic_629",8214.66,0.5786304854117428
"synthetic_630",501222.17,0.9470279093096643
"synthetic_631",34.21,0.08746508778647112
"synthetic_632",474041.83,0.942031814887538
"synthetic_633",48.51,0.11876148365483731
"synthetic_634",212.3,0.2510461836776761
"synthetic_635",525512.97,0.9512687299501458
"synthetic_636",483338.29,0.9437721477316998
"synthetic_637",452528.55,0.937869913923692
"synthetic_638",497304.88,0.9463248149991149
"synthetic_639",593975.25,0.962242594273408
"synthetic_640",8195.44,0.5784205779773675
"synthetic_641",8214.08,0.5786241582461146
"synthetic_642",8969.29,0.586505945706451
"synthetic_643",54.96,0.12994798351089049
"synthetic_644",81.71,0.16548460562265813
"synthetic_645",442609.83,0.9358839621702464
"synthetic_646",71.67,0.1537363905714025
"synthetic_647",32.69,0.08339243220955193
"synthetic_648",37.21,0.09499764600368889
