prediction_normalized,label_normalized,normalized_absolute_error,prediction_unnormalized,label_unnormalized,unnormalized_absolute_error
0.20649946,0.17515375931321023,0.03134569804610374,129.13796494842177,91.02,38.11796494842177
0.6220498,0.5764958810428682,0.04555392745932907,13335.87184032788,8021.29,5314.58184032788
0.5993438,0.5762708282148286,0.023072948488052303,10350.864928357763,8001.17,2349.6949283577633
0.622051,0.5764958810428682,0.04555511955222458,13336.049894614971,8021.29,5314.759894614971
1.0307828,0.940975578516287,0.0898072402779635,1276289.1396305047,468487.07,807802.0696305046
0.94754386,0.9396396684951773,0.007904190986634196,504116.07527061115,461554.63,42561.44527061115
0.9327228,0.939639695675858,0.006916888745316041,427268.13484680065,461554.77,34286.63515319937
0.94776154,0.9396396684951773,0.008121867149353923,505342.54779427324,461554.63,43787.917794273235
0.9380784,0.9395752251639166,0.0014968216910161702,453582.6863877903,461222.82,7640.133612209698
0.9390383,0.9395758643672522,0.0005375876948888747,458467.4295788667,461226.11,2758.680421133293
0.9328464,0.9395754272226066,0.0067290002588004105,427857.7496353364,461223.86,33366.11036466359
0.9417101,0.9396397772178504,0.0020703372612145277,472342.76832057605,461555.19,10787.578320576053
0.9416231,0.9396397772178504,0.0019833144798424573,471884.4213797647,461555.19,10329.231379764678
0.59697986,0.5733971186736739,0.023582737817414934,10081.373822153271,7748.65,2332.7238221532716
0.5971494,0.5733971186736739,0.023752253427156145,10100.466744239136,7748.65,2351.816744239137
0.59699345,0.5733971186736739,0.023596327676423723,10082.912235088004,7748.65,2334.2622350880047
0.5975987,0.5764901833998511,0.02110848851329583,10151.241919826909,8020.78,2130.4619198269093
0.5976006,0.5764901833998511,0.021110395861928644,10151.454903592557,8020.78,2130.6749035925577
0.9875463,0.9395879403734693,0.04795838435645017,787776.0648013125,461288.27,326487.7948013125
0.9477694,0.9395340792432583,0.008235324214383333,505386.8875025956,461011.09,44375.79750259558
0.9875362,0.9395879403734693,0.04794825156683835,787687.4185368369,461288.27,326399.14853683684
0.95932615,0.9396474379512456,0.019678710081896478,574954.8609284428,461594.65,113360.21092844277
0.95778704,0.9396473525336019,0.018139684362150077,565163.9468915074,461594.21,103569.73689150735
0.9444475,0.9396433009259292,0.00480421646909035,486994.59370495524,461573.34,25421.25370495522
0.9444667,0.9396433009259292,0.004823409164708026,487099.1026202996,461573.34,25525.76262029959
0.59877837,0.5733904109730089,0.02538795606953259,10285.761650909757,7748.07,2537.6916509097573
0.5975827,0.5764901833998511,0.021092514468496026,10149.422058978582,8020.78,2128.642058978582
0.5975926,0.5764901833998511,0.02110240883952874,10150.544913290707,8020.78,2129.764913290707
0.9703007,0.9395821415291867,0.03071853290928983,649862.9126436819,461258.42,188604.49264368188
0.9703077,0.9395821415291867,0.030725566257373327,649913.734751489,461258.42,188655.31475148903
0.9577544,0.9396473525336019,0.018107021016813163,564958.093136264,461594.21,103363.88313626399
